teamId,gameId,oddsExist,homeTeamId,awayTeamId,awayFavorite,homeFavorite,provider,favorite,underdog,spread,details,overUnder,teamId2,gameId2,slug,location,name,nickname,abbreviation,displayName,shortDisplayName,color,alternateColor
teamId_2,401520270,True,245,2,False,True,Caesars Sportsbook (New Jersey),245,2,-7.5,TA&M -7.5,52.5,2,401520270,"""auburn-tigers""","""Auburn""","""Tigers""","""Auburn""","""AUB""","""Auburn Tigers""","""Tigers""",03244d,f1f2f3
teamId_3,401549761,False,,,,,NONE,,,,,,3,401549761,"""birmingham-southern-panthers""","""Birmingham-Southern""","""Panthers""","""Birm-Southern""","""BIR""","""Birmingham-Southern Panthers""","""Panthers""",000000,
teamId_5,401520252,True,61,5,False,True,Caesars Sportsbook (New Jersey),61,5,-42.0,UGA -42.0,53.5,5,401520252,"""uab-blazers""","""UAB""","""Blazers""","""UAB""","""UAB""","""UAB Blazers""","""Blazers""",003b28,ffc845
teamId_6,401531876,True,6,2117,False,True,Caesars Sportsbook (New Jersey),6,2117,-15.0,USA -15.0,51.0,6,401531876,"""south-alabama-jaguars""","""South Alabama""","""Jaguars""","""South Alabama""","""USA""","""South Alabama Jaguars""","""Jaguars""",003E7E,
teamId_7,401550302,False,,,,,NONE,,,,,,7,401550302,"""amherst-college-mammoths""","""Amherst College""","""Mammoths""","""Amherst""","""AMH""","""Amherst College Mammoths""","""Mammoths""",3f1f69,ffffff
teamId_8,401520258,True,99,8,False,True,Caesars Sportsbook (New Jersey),99,8,-17.5,LSU -17.5,55.5,8,401520258,"""arkansas-razorbacks""","""Arkansas""","""Razorbacks""","""Arkansas""","""ARK""","""Arkansas Razorbacks""","""Razorbacks""",a41f35,ffffff
teamId_9,401524014,True,9,30,True,False,Caesars Sportsbook (New Jersey),30,9,33.5,USC -33.5,61.5,9,401524014,"""arizona-state-sun-devils""","""Arizona State""","""Sun Devils""","""Arizona St""","""ASU""","""Arizona State Sun Devils""","""Sun Devils""",942139,f1f2f3
teamId_11,401545975,False,,,,,NONE,,,,,,11,401545975,"""colorado-mesa-mavericks""","""Colorado Mesa""","""Mavericks""","""Colo Mesa""","""MES""","""Colorado Mesa Mavericks""","""Mavericks""",000000,
teamId_12,401524016,True,24,12,True,False,Caesars Sportsbook (New Jersey),12,24,12.5,ARIZ -12.5,58.5,12,401524016,"""arizona-wildcats""","""Arizona""","""Wildcats""","""Arizona""","""ARIZ""","""Arizona Wildcats""","""Wildcats""",0c234b,ab0520
teamId_13,401540227,False,,,,,NONE,,,,,,13,401540227,"""cal-poly-mustangs""","""Cal Poly""","""Mustangs""","""Cal Poly""","""CP""","""Cal Poly Mustangs""","""Mustangs""",1E4D2B,eed897
teamId_15,401547197,False,,,,,NONE,,,,,,15,401547197,"""anna-maria-college-amcats""","""Anna Maria College""","""Amcats""","""Anna Maria ""","""ANN""","""Anna Maria College Amcats""","""Amcats""",000000,
teamId_16,401540245,False,,,,,NONE,,,,,,16,401540245,"""sacramento-state-hornets""","""Sacramento State""","""Hornets""","""Sacramento St""","""SAC""","""Sacramento State Hornets""","""Hornets""",00573C,cdb97d
teamId_17,401550342,False,,,,,NONE,,,,,,17,401550342,"""claremont-mudd-scripps-college-stags""","""Claremont Mudd Scripps College""","""Stags""","""Clare Mudd""","""CLA""","""Claremont Mudd Scripps College Stags""","""Stags""",981a31,feba15
teamId_18,401552468,False,,,,,NONE,,,,,,18,401552468,"""bridgewater-state-ma-bears""","""Bridgewater State (MA)""","""Bears""","""Bridgewater MA""","""BRI""","""Bridgewater State (MA) Bears""","""Bears""",bf2f38,000000
teamId_21,401532583,True,21,68,True,False,Caesars Sportsbook (New Jersey),68,21,7.0,BOIS -7.0,45.0,21,401532583,"""san-diego-state-aztecs""","""San Diego State""","""Aztecs""","""San Diego St""","""SDSU""","""San Diego State Aztecs""","""Aztecs""",BF2C37,a8996e
teamId_23,401532584,True,23,2005,True,False,Caesars Sportsbook (New Jersey),2005,23,3.5,AFA -3.5,47.0,23,401532584,"""san-jose-state-spartans""","""San José State""","""Spartans""","""San José St""","""SJSU""","""San José State Spartans""","""Spartans""",005893,fdba31
teamId_24,401524016,True,24,12,True,False,Caesars Sportsbook (New Jersey),12,24,12.5,ARIZ -12.5,58.5,24,401524016,"""stanford-cardinal""","""Stanford""","""Cardinal""","""Stanford""","""STAN""","""Stanford Cardinal""","""Cardinal""",8c1515,ffffff
teamId_25,401524018,True,264,25,False,True,Caesars Sportsbook (New Jersey),264,25,-21.0,WASH -21.0,61.0,25,401524018,"""california-golden-bears""","""California""","""Golden Bears""","""California""","""CAL""","""California Golden Bears""","""Golden Bears""",031522,ffc423
teamId_26,401524017,True,254,26,False,True,Caesars Sportsbook (New Jersey),254,26,-4.5,UTAH -4.5,51.0,26,401524017,"""ucla-bruins""","""UCLA""","""Bruins""","""UCLA""","""UCLA""","""UCLA Bruins""","""Bruins""",2774ae,f2a900
teamId_29,401544146,False,,,,,NONE,,,,,,29,401544146,"""redlands-bulldogs""","""Redlands""","""Bulldogs""","""Redlands""","""RED""","""Redlands Bulldogs""","""Bulldogs""",751708,ffffff
teamId_30,401524014,True,9,30,True,False,Caesars Sportsbook (New Jersey),30,9,33.5,USC -33.5,61.5,30,401524014,"""usc-trojans""","""USC""","""Trojans""","""USC""","""USC""","""USC Trojans""","""Trojans""",9e2237,ffcc00
teamId_32,401547215,False,,,,,NONE,,,,,,32,401547215,"""carroll-wi-pioneers""","""Carroll (WI)""","""Pioneers""","""Carroll WI""","""CAR""","""Carroll (WI) Pioneers""","""Pioneers""",000000,
teamId_33,401552874,False,,,,,NONE,,,,,,33,401552874,"""colby-college-white-mules""","""Colby College""","""White Mules""","""Colby""","""COL""","""Colby College White Mules""","""White Mules""",012778,ffffff
teamId_36,401520262,True,2393,36,False,True,Caesars Sportsbook (New Jersey),2393,36,-2.0,MTSU -2.0,53.0,36,401520262,"""colorado-state-rams""","""Colorado State""","""Rams""","""Colorado St""","""CSU""","""Colorado State Rams""","""Rams""",004537,ffc425
teamId_38,401524015,True,2483,38,False,True,Caesars Sportsbook (New Jersey),2483,38,-21.0,ORE -21.0,71.0,38,401524015,"""colorado-buffaloes""","""Colorado""","""Buffaloes""","""Colorado""","""COLO""","""Colorado Buffaloes""","""Buffaloes""",000000,cfb87c
teamId_40,401544054,False,,,,,NONE,,,,,,40,401544054,"""curry-college-colonels""","""Curry College""","""Colonels""","""Curry""","""CUR""","""Curry College Colonels""","""Colonels""",65448b,ffffff
teamId_41,401520272,True,41,150,True,False,Caesars Sportsbook (New Jersey),150,41,21.5,DUKE -21.5,48.0,41,401520272,"""uconn-huskies""","""UConn""","""Huskies""","""UConn""","""CONN""","""UConn Huskies""","""Huskies""",0c2340,f1f2f3
teamId_43,401540307,False,,,,,NONE,,,,,,43,401540307,"""yale-bulldogs""","""Yale""","""Bulldogs""","""Yale""","""YALE""","""Yale Bulldogs""","""Bulldogs""",004a81,286dc0
teamId_46,401540058,False,,,,,NONE,,,,,,46,401540058,"""georgetown-hoyas""","""Georgetown""","""Hoyas""","""Georgetown""","""GTWN""","""Georgetown Hoyas""","""Hoyas""",110E42,001c58
teamId_47,401534852,False,,,,,NONE,,,,,,47,401534852,"""howard-bison""","""Howard""","""Bison""","""Howard""","""HOW""","""Howard Bison""","""Bison""",003a63,e51937
teamId_48,401540324,False,,,,,NONE,,,,,,48,401540324,"""delaware-fightin-blue-hens""","""Delaware""","""Fightin' Blue Hens""","""Delaware""","""DEL""","""Delaware Fightin' Blue Hens""","""Fightin' Blue Hens""",033594,e8ce31
teamId_49,401547109,False,,,,,NONE,,,,,,49,401547109,"""dubuque-spartans""","""Dubuque""","""Spartans""","""Dubuque""","""DUB""","""Dubuque Spartans""","""Spartans""",000000,
teamId_50,401540117,False,,,,,NONE,,,,,,50,401540117,"""florida-am-rattlers""","""Florida A&M""","""Rattlers""","""Florida A&M""","""FAMU""","""Florida A&M Rattlers""","""Rattlers""",F89728,00843d
teamId_52,401525507,True,228,52,True,False,Caesars Sportsbook (New Jersey),52,228,2.0,FSU -2.0,56.0,52,401525507,"""florida-state-seminoles""","""Florida State""","""Seminoles""","""Florida St""","""FSU""","""Florida State Seminoles""","""Seminoles""",782f40,ceb888
teamId_55,401520257,True,55,2199,False,True,Caesars Sportsbook (New Jersey),55,2199,-6.0,JVST -6.0,51.0,55,401520257,"""jacksonville-state-gamecocks""","""Jacksonville State""","""Gamecocks""","""J'Ville St""","""JVST""","""Jacksonville State Gamecocks""","""Gamecocks""",b50500,b5b7ba
teamId_56,401540567,False,,,,,NONE,,,,,,56,401540567,"""stetson-hatters""","""Stetson""","""Hatters""","""Stetson""","""STET""","""Stetson Hatters""","""Hatters""",0a5640,56854e
teamId_57,401520251,True,57,2429,False,True,Caesars Sportsbook (New Jersey),57,2429,-28.0,FLA -28.0,49.0,57,401520251,"""florida-gators""","""Florida""","""Gators""","""Florida""","""FLA""","""Florida Gators""","""Gators""",0021a5,fa4616
teamId_58,401531423,True,58,242,True,False,Caesars Sportsbook (New Jersey),242,58,2.5,RICE -2.5,55.0,58,401531423,"""south-florida-bulls""","""South Florida""","""Bulls""","""South Florida""","""USF""","""South Florida Bulls""","""Bulls""",004A36,231f20
teamId_59,401525508,True,154,59,False,True,Caesars Sportsbook (New Jersey),154,59,-4.0,WAKE -4.0,59.0,59,401525508,"""georgia-tech-yellow-jackets""","""Georgia Tech""","""Yellow Jackets""","""Georgia Tech""","""GT""","""Georgia Tech Yellow Jackets""","""Yellow Jackets""",00223e,b3a369
teamId_60,401547034,False,,,,,NONE,,,,,,60,401547034,"""morehouse-college-maroon-tigers""","""Morehouse College""","""Maroon Tigers""","""Morehouse""","""MOR""","""Morehouse College Maroon Tigers""","""Maroon Tigers""",000000,
teamId_61,401520252,True,61,5,False,True,Caesars Sportsbook (New Jersey),61,5,-42.0,UGA -42.0,53.5,61,401520252,"""georgia-bulldogs""","""Georgia""","""Bulldogs""","""Georgia""","""UGA""","""Georgia Bulldogs""","""Bulldogs""",ba0c2f,ffffff
teamId_62,401520253,True,62,166,False,True,Caesars Sportsbook (New Jersey),62,166,-2.5,HAW -2.5,58.5,62,401520253,"""hawaii-rainbow-warriors""","""Hawai'i""","""Rainbow Warriors""","""Hawai'i""","""HAW""","""Hawai'i Rainbow Warriors""","""Rainbow Warriors""",003420,ffffff
teamId_63,401547083,False,,,,,NONE,,,,,,63,401547083,"""buena-vista-beavers""","""Buena Vista""","""Beavers""","""Buena Vista""","""BUE""","""Buena Vista Beavers""","""Beavers""",feba12,001440
teamId_65,401544080,False,,,,,NONE,,,,,,65,401544080,"""grinnell-pioneers""","""Grinnell""","""Pioneers""","""Grinnell""","""GRI""","""Grinnell Pioneers""","""Pioneers""",000000,
teamId_66,401525846,True,66,197,False,True,Caesars Sportsbook (New Jersey),66,197,-3.5,ISU -3.5,36.5,66,401525846,"""iowa-state-cyclones""","""Iowa State""","""Cyclones""","""Iowa State""","""ISU""","""Iowa State Cyclones""","""Cyclones""",822433,fdca2f
teamId_67,401547093,False,,,,,NONE,,,,,,67,401547093,"""luther-norse""","""Luther""","""Norse""","""Luther""","""LUT""","""Luther Norse""","""Norse""",015a9c,a5bbda
teamId_68,401532583,True,21,68,True,False,Caesars Sportsbook (New Jersey),68,21,7.0,BOIS -7.0,45.0,68,401532583,"""boise-state-broncos""","""Boise State""","""Broncos""","""Boise St""","""BOIS""","""Boise State Broncos""","""Broncos""",0033a0,fa4616
teamId_70,401540245,False,,,,,NONE,,,,,,70,401540245,"""idaho-vandals""","""Idaho""","""Vandals""","""Idaho""","""IDHO""","""Idaho Vandals""","""Vandals""",000000,8c6e4a
teamId_72,401550043,False,,,,,NONE,,,,,,72,401550043,"""elmhurst-bluejays""","""Elmhurst""","""Bluejays""","""Elmhurst""","""ELM""","""Elmhurst Bluejays""","""Bluejays""",000000,
teamId_74,401544947,False,,,,,NONE,,,,,,74,401544947,"""millikin-big-blue""","""Millikin""","""Big Blue""","""Millikin""","""MLK""","""Millikin Big Blue""","""Big Blue""",000000,
teamId_75,401544947,False,,,,,NONE,,,,,,75,401544947,"""north-park-vikings""","""North Park""","""Vikings""","""North Park""","""NP""","""North Park Vikings""","""Vikings""",000000,
teamId_77,401520264,True,77,135,True,False,Caesars Sportsbook (New Jersey),135,77,12.0,MINN -12.0,38.0,77,401520264,"""northwestern-wildcats""","""Northwestern""","""Wildcats""","""Northwestern""","""NU""","""Northwestern Wildcats""","""Wildcats""",582c83,ffffff
teamId_79,401540347,False,,,,,NONE,,,,,,79,401540347,"""southern-illinois-salukis""","""Southern Illinois""","""Salukis""","""S Illinois""","""SIU""","""Southern Illinois Salukis""","""Salukis""",85283D,c2c3c0
teamId_80,401549652,False,,,,,NONE,,,,,,80,401549652,"""chicago-maroons""","""Chicago""","""Maroons""","""Chicago""","""CHI""","""Chicago Maroons""","""Maroons""",000000,
teamId_81,401541104,False,,,,,NONE,,,,,,81,401541104,"""springfield-pride""","""Springfield""","""Pride""","""Springfield""","""SPRI""","""Springfield Pride""","""Pride""",000000,
teamId_83,401541085,False,,,,,NONE,,,,,,83,401541085,"""depauw-tigers""","""DePauw""","""Tigers""","""DePauw""","""DEP""","""DePauw Tigers""","""Tigers""",000000,
teamId_84,401520256,True,84,2006,False,True,Caesars Sportsbook (New Jersey),84,2006,-16.0,IU -16.0,44.0,84,401520256,"""indiana-hoosiers""","""Indiana""","""Hoosiers""","""Indiana""","""IU""","""Indiana Hoosiers""","""Hoosiers""",990000,edebeb
teamId_86,401550097,False,,,,,NONE,,,,,,86,401550097,"""rose-hulman-fightin-engineers""","""Rose-Hulman""","""Fightin' Engineers""","""Rose-Hulman""","""RHIT""","""Rose-Hulman Fightin' Engineers""","""Fightin' Engineers""",800000,b3b2b1
teamId_87,401521330,True,87,194,True,False,Caesars Sportsbook (New Jersey),194,87,3.5,OSU -3.5,54.5,87,401521330,"""notre-dame-fighting-irish""","""Notre Dame""","""Fighting Irish""","""Notre Dame""","""ND""","""Notre Dame Fighting Irish""","""Fighting Irish""",0c2340,c99700
teamId_89,401550279,False,,,,,NONE,,,,,,89,401550279,"""wabash-college-little-giants""","""Wabash College""","""Little Giants""","""Wabash College""","""WAB""","""Wabash College Little Giants""","""Little Giants""",000000,
teamId_90,401541974,False,,,,,NONE,,,,,,90,401541974,"""pittsburg-state-gorillas""","""Pittsburg State""","""Gorillas""","""Pittsburg St""","""PST""","""Pittsburg State Gorillas""","""Gorillas""",000000,
teamId_93,401540300,False,,,,,NONE,,,,,,93,401540300,"""murray-state-racers""","""Murray State""","""Racers""","""Murray St""","""MUR""","""Murray State Racers""","""Racers""",002148,000e00
teamId_96,401520274,True,238,96,True,False,Caesars Sportsbook (New Jersey),96,238,14.0,UK -14.0,50.5,96,401520274,"""kentucky-wildcats""","""Kentucky""","""Wildcats""","""Kentucky""","""UK""","""Kentucky Wildcats""","""Wildcats""",0033a0,ffffff
teamId_97,401525506,True,97,103,False,True,Caesars Sportsbook (New Jersey),97,103,-14.0,LOU -14.0,54.5,97,401525506,"""louisville-cardinals""","""Louisville""","""Cardinals""","""Louisville""","""LOU""","""Louisville Cardinals""","""Cardinals""",c9001f,000000
teamId_98,401520271,True,2653,98,False,True,Caesars Sportsbook (New Jersey),2653,98,-3.5,TROY -3.5,56.5,98,401520271,"""western-kentucky-hilltoppers""","""Western Kentucky""","""Hilltoppers""","""Western KY""","""WKU""","""Western Kentucky Hilltoppers""","""Hilltoppers""",F32026,b3b5b8
teamId_99,401520258,True,99,8,False,True,Caesars Sportsbook (New Jersey),99,8,-17.5,LSU -17.5,55.5,99,401520258,"""lsu-tigers""","""LSU""","""Tigers""","""LSU""","""LSU""","""LSU Tigers""","""Tigers""",461d7c,fdd023
teamId_101,401550236,False,,,,,NONE,,,,,,101,401550236,"""eureka-college-red-devils""","""Eureka College""","""Red Devils""","""Eureka College""","""EUR""","""Eureka College Red Devils""","""Red Devils""",960a2c,c09a05
teamId_103,401525506,True,97,103,False,True,Caesars Sportsbook (New Jersey),97,103,-14.0,LOU -14.0,54.5,103,401525506,"""boston-college-eagles""","""Boston College""","""Eagles""","""Boston College""","""BC""","""Boston College Eagles""","""Eagles""",8c2232,dbcca6
teamId_107,401540067,False,,,,,NONE,,,,,,107,401540067,"""holy-cross-crusaders""","""Holy Cross""","""Crusaders""","""Holy Cross""","""HC""","""Holy Cross Crusaders""","""Crusaders""",0a0a0a,080808
teamId_108,401540291,False,,,,,NONE,,,,,,108,401540291,"""harvard-crimson""","""Harvard""","""Crimson""","""Harvard""","""HARV""","""Harvard Crimson""","""Crimson""",990000,dbdbdb
teamId_109,401549739,False,,,,,NONE,,,,,,109,401549739,"""mit-engineers""","""MIT""","""Engineers""","""MIT""","""MAS""","""MIT Engineers""","""Engineers""",000000,
teamId_110,401550122,False,,,,,NONE,,,,,,110,401550122,"""mass-maritime-buccaneers""","""Mass Maritime""","""Buccaneers""","""MA Maritme""","""MAS""","""Mass Maritime Buccaneers""","""Buccaneers""",212c62,fed523
teamId_112,401550295,False,,,,,NONE,,,,,,112,401550295,"""tufts-university-jumbos""","""Tufts University""","""Jumbos""","""Tufts""","""TUF""","""Tufts University Jumbos""","""Jumbos""",3e8ede,c6beb6
teamId_113,401526835,True,113,167,False,True,Caesars Sportsbook (New Jersey),113,167,-3.0,MASS -3.0,49.0,113,401526835,"""massachusetts-minutemen""","""Massachusetts""","""Minutemen""","""Massachusetts""","""MASS""","""Massachusetts Minutemen""","""Minutemen""",880007,
teamId_114,401550122,False,,,,,NONE,,,,,,114,401550122,"""fitchburg-state-falcons""","""Fitchburg State""","""Falcons""","""Fitchburg State""","""FIT""","""Fitchburg State Falcons""","""Falcons""",024d36,fbbf16
teamId_118,401547188,False,,,,,NONE,,,,,,118,401547188,"""johns-hopkins-blue-jays""","""Johns Hopkins""","""Blue Jays""","""Johns Hopkins""","""JHU""","""Johns Hopkins Blue Jays""","""Blue Jays""",000000,
teamId_119,401539988,False,,,,,NONE,,,,,,119,401539988,"""towson-tigers""","""Towson""","""Tigers""","""Towson""","""TOW""","""Towson Tigers""","""Tigers""",FFC229,
teamId_120,401520261,True,127,120,True,False,Caesars Sportsbook (New Jersey),120,127,7.5,MD -7.5,53.5,120,401520261,"""maryland-terrapins""","""Maryland""","""Terrapins""","""Maryland""","""MD""","""Maryland Terrapins""","""Terrapins""",D5002B,ffcd00
teamId_121,401550295,False,,,,,NONE,,,,,,121,401550295,"""bates-college-bobcats""","""Bates College""","""Bobcats""","""Bates College""","""BAT""","""Bates College Bobcats""","""Bobcats""",a51e36,b2b3b2
teamId_124,401550154,False,,,,,NONE,,,,,,124,401550154,"""augsburg-auggies""","""Augsburg""","""Auggies""","""Augsburg""","""AUG""","""Augsburg Auggies""","""Auggies""",74233d,a9a9aa
teamId_125,401540748,False,,,,,NONE,,,,,,125,401540748,"""grand-valley-state-lakers""","""Grand Valley State""","""Lakers""","""Grand Valley St""","""GRV""","""Grand Valley State Lakers""","""Lakers""",000000,
teamId_126,401550141,False,,,,,NONE,,,,,,126,401550141,"""kalamazoo-hornets""","""Kalamazoo""","""Hornets""","""Kalamazoo""","""KAL""","""Kalamazoo Hornets""","""Hornets""",000000,
teamId_127,401520261,True,127,120,True,False,Caesars Sportsbook (New Jersey),120,127,7.5,MD -7.5,53.5,127,401520261,"""michigan-state-spartans""","""Michigan State""","""Spartans""","""Michigan St""","""MSU""","""Michigan State Spartans""","""Spartans""",18453B,ffffff
teamId_128,401549692,False,,,,,NONE,,,,,,128,401549692,"""northern-michigan-wildcats""","""Northern Michigan""","""Wildcats""","""N Michigan""","""NMI""","""Northern Michigan Wildcats""","""Wildcats""",000000,
teamId_129,401540700,False,,,,,NONE,,,,,,129,401540700,"""saginaw-valley-state-cardinals""","""Saginaw Valley State""","""Cardinals""","""Saginaw Valley""","""SVS""","""Saginaw Valley State Cardinals""","""Cardinals""",000000,
teamId_130,401520260,True,130,164,False,True,Caesars Sportsbook (Colorado),130,164,-24.0,MICH -24.0,44.5,130,401520260,"""michigan-wolverines""","""Michigan""","""Wolverines""","""Michigan""","""MICH""","""Michigan Wolverines""","""Wolverines""",00274c,ffcb05
teamId_131,401540740,False,,,,,NONE,,,,,,131,401540740,"""wayne-state-mi-warriors""","""Wayne State (MI)""","""Warriors""","""Wayne State MI""","""WNST""","""Wayne State (MI) Warriors""","""Warriors""",000000,
teamId_132,401545813,False,,,,,NONE,,,,,,132,401545813,"""bemidji-state-beavers""","""Bemidji State""","""Beavers""","""Bemidji State""","""BST""","""Bemidji State Beavers""","""Beavers""",000000,
teamId_133,401550185,False,,,,,NONE,,,,,,133,401550185,"""st-olaf-oles""","""St. Olaf""","""Oles""","""St. Olaf""","""OLAF""","""St. Olaf Oles""","""Oles""",000000,d18c29
teamId_134,401545829,False,,,,,NONE,,,,,,134,401545829,"""minnesota-duluth-bulldogs""","""Minnesota Duluth""","""Bulldogs""","""Minn Duluth""","""UMD""","""Minnesota Duluth Bulldogs""","""Bulldogs""",000000,
teamId_135,401520264,True,77,135,True,False,Caesars Sportsbook (New Jersey),135,77,12.0,MINN -12.0,38.0,135,401520264,"""minnesota-golden-gophers""","""Minnesota""","""Golden Gophers""","""Minnesota""","""MINN""","""Minnesota Golden Gophers""","""Golden Gophers""",981a31,981a31
teamId_137,401541952,False,,,,,NONE,,,,,,137,401541952,"""missouri-western-griffons""","""Missouri Western""","""Griffons""","""Missouri West""","""MIS""","""Missouri Western Griffons""","""Griffons""",000000,
teamId_138,401544878,False,,,,,NONE,,,,,,138,401544878,"""northwest-missouri-state-bearcats""","""Northwest Missouri State""","""Bearcats""","""NW Missouri St""","""NOR""","""Northwest Missouri State Bearcats""","""Bearcats""",000000,
teamId_142,401520259,True,142,235,False,True,Caesars Sportsbook (New Jersey),142,235,-7.0,MIZ -7.0,53.0,142,401520259,"""missouri-tigers""","""Missouri""","""Tigers""","""Missouri""","""MIZ""","""Missouri Tigers""","""Tigers""",f1b82d,000000
teamId_143,401549640,False,,,,,NONE,,,,,,143,401549640,"""washington-university-st-louis-bears""","""Washington University (St. Louis)""","""Bears""","""Wash St Louis""","""WSTL""","""Washington University (St. Louis) Bears""","""Bears""",000000,
teamId_145,401520250,True,333,145,False,True,Caesars Sportsbook (New Jersey),333,145,-7.0,ALA -7.0,57.0,145,401520250,"""ole-miss-rebels""","""Ole Miss""","""Rebels""","""Ole Miss""","""MISS""","""Ole Miss Rebels""","""Rebels""",13294b,c8102e
teamId_146,401550375,False,,,,,NONE,,,,,,146,401550375,"""grove-city-college-wolverines""","""Grove City College""","""Wolverines""","""Grove City ""","""GRO""","""Grove City College Wolverines""","""Wolverines""",000000,
teamId_147,401540268,False,,,,,NONE,,,,,,147,401540268,"""montana-state-bobcats""","""Montana State""","""Bobcats""","""Montana St""","""MTST""","""Montana State Bobcats""","""Bobcats""",00205c,bc955c
teamId_149,401540260,False,,,,,NONE,,,,,,149,401540260,"""montana-grizzlies""","""Montana""","""Grizzlies""","""Montana""","""MONT""","""Montana Grizzlies""","""Grizzlies""",751D4A,666666
teamId_150,401520272,True,41,150,True,False,Caesars Sportsbook (New Jersey),150,41,21.5,DUKE -21.5,48.0,150,401520272,"""duke-blue-devils""","""Duke""","""Blue Devils""","""Duke""","""DUKE""","""Duke Blue Devils""","""Blue Devils""",013088,ffffff
teamId_151,401531413,False,,,,,NONE,,,,,,151,401531413,"""east-carolina-pirates""","""East Carolina""","""Pirates""","""East Carolina""","""ECU""","""East Carolina Pirates""","""Pirates""",4b1869,f0907b
teamId_152,401525505,True,258,152,True,False,Caesars Sportsbook (New Jersey),152,258,9.5,NCSU -9.5,46.5,152,401525505,"""nc-state-wolfpack""","""NC State""","""Wolfpack""","""NC State""","""NCSU""","""NC State Wolfpack""","""Wolfpack""",EF1216,231f20
teamId_153,401525510,True,221,153,True,False,Caesars Sportsbook (New Jersey),153,221,7.5,UNC -7.5,50.0,153,401525510,"""north-carolina-tar-heels""","""North Carolina""","""Tar Heels""","""North Carolina""","""UNC""","""North Carolina Tar Heels""","""Tar Heels""",7bafd4,13294b
teamId_154,401525508,True,154,59,False,True,Caesars Sportsbook (New Jersey),154,59,-4.0,WAKE -4.0,59.0,154,401525508,"""wake-forest-demon-deacons""","""Wake Forest""","""Demon Deacons""","""Wake Forest""","""WAKE""","""Wake Forest Demon Deacons""","""Demon Deacons""",9E7E38,000000
teamId_155,401540370,False,,,,,NONE,,,,,,155,401540370,"""north-dakota-fighting-hawks""","""North Dakota""","""Fighting Hawks""","""North Dakota""","""UND""","""North Dakota Fighting Hawks""","""Fighting Hawks""",00A26B,c2c3c0
teamId_158,401520263,True,158,2348,False,True,Caesars Sportsbook (New Jersey),158,2348,-20.0,NEB -20.0,47.0,158,401520263,"""nebraska-cornhuskers""","""Nebraska""","""Cornhuskers""","""Nebraska""","""NEB""","""Nebraska Cornhuskers""","""Cornhuskers""",F20017,f5f1e7
teamId_159,401540081,False,,,,,NONE,,,,,,159,401540081,"""dartmouth-big-green""","""Dartmouth""","""Big Green""","""Dartmouth""","""DART""","""Dartmouth Big Green""","""Big Green""",005730,000000
teamId_160,401540324,False,,,,,NONE,,,,,,160,401540324,"""new-hampshire-wildcats""","""New Hampshire""","""Wildcats""","""New Hampshire""","""UNH""","""New Hampshire Wildcats""","""Wildcats""",004990,c3c4c6
teamId_162,401541075,False,,,,,NONE,,,,,,162,401541075,"""hamline-pipers""","""Hamline""","""Pipers""","""Hamline""","""HAM""","""Hamline Pipers""","""Pipers""",98012e,ffffff
teamId_163,401540422,False,,,,,NONE,,,,,,163,401540422,"""princeton-tigers""","""Princeton""","""Tigers""","""Princeton""","""PRIN""","""Princeton Tigers""","""Tigers""",ff9408,080808
teamId_164,401520260,True,130,164,False,True,Caesars Sportsbook (Colorado),130,164,-24.0,MICH -24.0,44.5,164,401520260,"""rutgers-scarlet-knights""","""Rutgers""","""Scarlet Knights""","""Rutgers""","""RUTG""","""Rutgers Scarlet Knights""","""Scarlet Knights""",d21034,ffffff
teamId_166,401520253,True,62,166,False,True,Caesars Sportsbook (New Jersey),62,166,-2.5,HAW -2.5,58.5,166,401520253,"""new-mexico-state-aggies""","""New Mexico State""","""Aggies""","""New Mexico St""","""NMSU""","""New Mexico State Aggies""","""Aggies""",891216,000000
teamId_167,401526835,True,113,167,False,True,Caesars Sportsbook (New Jersey),113,167,-3.0,MASS -3.0,49.0,167,401526835,"""new-mexico-lobos""","""New Mexico""","""Lobos""","""New Mexico""","""UNM""","""New Mexico Lobos""","""Lobos""",000000,231f20
teamId_171,401540058,False,,,,,NONE,,,,,,171,401540058,"""columbia-lions""","""Columbia""","""Lions""","""Columbia""","""COLU""","""Columbia Lions""","""Lions""",174785,004b85
teamId_172,401540307,False,,,,,NONE,,,,,,172,401540307,"""cornell-big-red""","""Cornell""","""Big Red""","""Cornell""","""COR""","""Cornell Big Red""","""Big Red""",d60027,101010
teamId_173,401551512,False,,,,,NONE,,,,,,173,401551512,"""hartwick-hawks""","""Hartwick""","""Hawks""","""Hartwick""","""HARW""","""Hartwick Hawks""","""Hawks""",000000,
teamId_174,401549581,False,,,,,NONE,,,,,,174,401549581,"""hobart-statesmen""","""Hobart""","""Statesmen""","""Hobart""","""HBRT""","""Hobart Statesmen""","""Statesmen""",000000,
teamId_175,401549582,False,,,,,NONE,,,,,,175,401549582,"""ithaca-bombers""","""Ithaca""","""Bombers""","""Ithaca""","""ITH""","""Ithaca Bombers""","""Bombers""",000000,
teamId_183,401520268,True,183,349,False,True,Caesars Sportsbook (New Jersey),183,349,-14.0,SYR -14.0,50.5,183,401520268,"""syracuse-orange""","""Syracuse""","""Orange""","""Syracuse""","""SYR""","""Syracuse Orange""","""Orange""",ff6500,000e54
